id,idno,instrument_name,universe,unit_of_analysis,data_kind,authoring_entity_detail,study_type,study_scope,source
9561,GEO_2020_COVID-19_v01_M,"Covid-19 Monitor 2020, Waves 1-6","Adult population (18 years old and over), excluding the populations living in territories affected by military conflict (South Ossetia and Abkhazia).",Individual,Sample survey data [ssd],Caucasus Research Resource Centers Georgia (CRRC Georgia),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/9561
10651,IDN_2020_DEHS_v01_M,Digital Economy Household Survey 2020,NA,"Individual, Household",NA,"Imam Setiawan (World Bank), Sailesh Tiwari (World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10651
11324,GHA_2017_DPHS_v01_M,"Disaster Poverty Household Survey 2017, Accra",NA,"- Household 
- Individual",Sample survey data [ssd],"Alvina Erman (The World Bank), Silvia Malgioglio (The World Bank), Nobuo Yoshida (The World Bank), Stephane Hallegatte (The World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11324
10348,ETH_2017_DPHS_v01_M,"Disaster Poverty Household Survey 2017, Addis Ababa and Dire Dawa",NA,"- Household
- Individual",Sample survey data [ssd],"Alvina Erman (The World Bank), Silvia Malgioglio (The World Bank), Nobuo Yoshida (The World Bank), Stephane Hallegatte (The World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10348
10349,TZA_2017-2018_DPHS_v01_M,"Disaster Poverty Household Survey 2017-2018, Dar es Salaam",NA,"- Household 
- Individual",Sample survey data [ssd],"Alvina Erman (The World Bank), Silvia Malgioglio (The World Bank), Nobuo Yoshida (The World Bank), Stephane Hallegatte (The World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10349
10350,HTI_2018_DPHS_v01_M,"Disaster Poverty Household Survey 2018, Cap-Haïtien",NA,"- Household 
- Individual",Sample survey data [ssd],"Sering Touray (The World Bank), Emilie Bernadette Perge (The World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10350
9487,BFA_2017-2019_MCC-DAWM_v01_M,"Diversified Agriculture and Water Management 2017-2019, Independent Performance Evaluation","Quantitative: Di perimeter beneficiaries, Di lottery applicants, Farmer training beneficiaries.

Qualitative: Former and current staff from MCA/APD, staff from Regional directorate of Ministry of Agriculture, staff from Ministry of Water resources, staff from other organizations involved as well as community members.","Individuals and households.
Cows.",Sample survey data [ssd],Mathematica Policy Research,NA,NA,https://catalog.ihsn.org/catalog/9487
7056,IND_2014_NSS72-SCH21.1_v01_M,"Domestic Tourism Expenditure, July 2014 - June 2015, Round 72",The survey used the interview method of data collection from a sample of randomly selected households and members of the household.,Randomly selected households  based on sampling procedure and members of the household,Sample survey data [ssd],"National Sample Survey Office (M/o Statistics and Programme Implementation(MOSPI),Government of India (GOI))",Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/7056
7447,ZAF_2015_DTS_v01_M,Domestic Tourism Survey 2015,"The target population of the survey consists of all private households and residents in workers' hostels in the nine provinces of South Africa. The survey does not cover other collective living quarters such as students' hostels, old age homes, hospitals, prisons and military barracks.",The units of analysis in the Domestic Tourism Survey are households and individuals,Sample survey data [ssd],Statistics South Africa,Other Household Survey [hh/oth],"The scope of the Domestic Tourism Survey 2015 includes: household characteristcs, education of household members, tourism employment, and day/overnight trips by the respondent and/or other household members. These include travel for business, recreation, entertainment, sports and nature based travel, religious and medical travel, type of transport used and expenditure on this type of travel.",https://catalog.ihsn.org/catalog/7447
7448,ZAF_2016_DTS_v01_M,Domestic Tourism Survey 2016,"The target population of the survey consists of all private households and residents in workers' hostels in the nine provinces of South Africa. The survey does not cover other collective living quarters such as students' hostels, old age homes, hospitals, prisons and military barracks.",The units of analysis in the Domestic Tourism Survey are households and individuals,Sample survey data [ssd],Statistics South Africa,Other Household Survey [hh/oth],"The scope of the Domestic Tourism Survey 2016 includes: household characteristcs, education of household members, tourism employment, and day/overnight trips by the respondent and/or other household members. These include travel for business, recreation, entertainment, sports and nature based travel, religious and medical travel, type of transport used and expenditure on this type of travel.",https://catalog.ihsn.org/catalog/7448
9273,ZAF_2017_DTS_v01_M,Domestic Tourism Survey 2017,"The target population of the survey consists of all private households and residents in workers' hostels in the nine provinces of South Africa. The survey does not cover other collective living quarters such as students' hostels, old age homes, hospitals, prisons and military barracks.",Households and individuals,Sample survey data [ssd],Statistics South Africa (Government of South Africa),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9273
10331,ZAF_2018_DTS_v01_M,Domestic Tourism Survey 2018,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers’ hostels. The survey does not cover other collective living quarters such as students’ hostels, old age homes, hospitals, prisons and military barracks, and is therefore only representative of non-institutionalized and non-military persons or households in South Africa.",Households and individuals,Sample survey data [ssd],Statistics South Africa (Government of South Africa),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10331
10330,ZAF_2019_DTS_v01_M,Domestic Tourism Survey 2019,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers’ hostels. The survey does not cover other collective living quarters such as students’ hostels, old age homes, hospitals, prisons and military barracks, and is therefore only representative of non-institutionalized and non-military persons or households in South Africa.",Households and individuals,Sample survey data [ssd],Statistics South Africa (Government of South Africa),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10330
6330,MEX_2012-2014_ECEPIE_v01_M_v01_A_PUF,Early Childhood Education Program Impact Evaluation 2012-2014,NA,"- children
- caregivers 
- households
- promoters",Sample survey data [ssd],"Sergio Cárdenas (Center for Economic Research and Education (CIDE)), David Evans (The World Bank), Peter Holland (The World Bank)",Other Household Survey [hh/oth],"Children: Children's characteristics, scores of cognitive development;

Caregiver: Caregiver's characteristics, reported parenting practices, beliefs in parenting practices, observed parenting practices;

Household: Household characteristics, household assets, water and sanitation;

Promoter: Promoter's characteristics, work experiences in early education, teaching materials.",https://catalog.ihsn.org/catalog/6330
9582,ZAF_2017_EGRSII-W1_v01_M,"Early Grade Reading Study II 2017, Wave 1",NA,Individuals,Sample survey data [ssd],"Stephen Taylor (Department of Basic Education), Brahm Fleisch (University of the Witwatersrand)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9582
9583,ZAF_2017_EGRSII-W2_v01_M,"Early Grade Reading Study II 2017, Wave 2",NA,Individuals,Sample survey data [ssd],"Stephen Taylor (Department of Basic Education), Brahm Fleisch (University of the Witwatersrand)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9583
9585,ZAF_2018_EGRSII-W3_v01_M,"Early Grade Reading Study II 2018, Wave 3",NA,Individuals,Sample survey data [ssd],"Stephen Taylor (Department of Basic Education), Brahm Fleisch (University of the Witwatersrand)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9585
9584,ZAF_2019_EGRSII-W4_v01_M,"Early Grade Reading Study II 2019, Wave 4",NA,Individuals,Sample survey data [ssd],"Stephen Taylor (Department of Basic Education), Brahm Fleisch (University of the Witwatersrand)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9584
8020,BGD_2017_EYPP-BL_v01_M,"Early Years Preschool Program Impact Evaluation 2017, Baseline Survey",NA,NA,NA,Elizabeth Spier (American Institutes for Research),NA,NA,https://catalog.ihsn.org/catalog/8020
8022,BGD_2018_EYPP-ML_v01_M,"Early Years Preschool Program Impact Evaluation 2018, Midline Survey",NA,NA,NA,Elizabeth Spier (American Institutes for Research),NA,NA,https://catalog.ihsn.org/catalog/8022
9224,BGD_2019_EYPP-EL_v01_M,"Early Years Preschool Program Impact Evaluation 2019, Endline Survey",NA,"Individuals, schools, and communities",Sample survey data [ssd],Elizabeth Spier (American Institutes for Research),NA,NA,https://catalog.ihsn.org/catalog/9224
10186,CMR_2020_PDM-CBI_v01_M,"East and North Post-Distribution Monitoring of Cash-Based Intervention, December 2020",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10186
7235,WBG_2013_ESCS_v01_M,Economic and Social Conditions Survey 2013,It consists of all Palestinian households and individuals who are staying normally in the state of Palestine during 2013,Household,Sample survey data [ssd],Palestinian Central Bureau of Statistics (Palestinian National Authority),Socio-Economic/Monitoring Survey [hh/sems],"Part one: Social data which include name, relation with head of household, sex, age, refugee status, place of residence, reasons of changing place of residence if happened,  health insurance, difficulties, education, labor and marital status.
Part two: covers the housing unit data.
Part three: covers the agricultural data.
Part four: covers the data on assistants.
Part five: covers the data on coping strategies>
Part six: covers the income data.
Part seven: covers the data on expenditure and consumption.
Part eight: covers the nutrition and lack of food.
Part nine: covers the data on freedom of movement.",https://catalog.ihsn.org/catalog/7235
7098,TZA_2016_EQUIPIE-ML_v02_M,Education Quality Improvement Programme Impact Evaluation Midline Survey 2016,NA,"- School
- Teacher
- Pupil
- Lesson (not sampled)",Sample survey data [ssd],Oxford Policy Management Ltd,NA,NA,https://catalog.ihsn.org/catalog/7098
6724,TZA_2014_EES_v01_M,Employment and Earnings Survey 2014,Formal establishment of both public and private sectors.,- Establishments,Sample survey data [ssd],National Bureau of Statistics (Government of Tanzania),Other Household Survey [hh/oth],"The 2014 Employment and Earnings Survey included the following topics:
- Identification of establishments 
- Employment and earnings
- Current job vacancies
- Regular employees
- Casual workers
- Total turnover 
- Number of new workers recruited during the last 12 months",https://catalog.ihsn.org/catalog/6724
6992,URY_2013_ECH_v01_M,Encuesta Continua de Hogares 2013,"Residentes en viviendas particulares o colectivas que constituyen uno o más hogares particulares en todo el territorio nacional. Quedan excluidos los miembros de hogares colectivos o residentes particulares en hogares colectivos como hospitales, conventos, casas cuna, hogares de larga estadía (casas de salud), prisiones, residencias extraterritoriales (embajadas y consulados), cuarteles, hoteles y pensiones.","La encuesta tiene las siguientes unidades de análisis: Hogares e Individuos.

Quedan excluidos tanto las viviendas como los hogares colectivos (hoteles, conventos, cuarteles, hospitales). No obstante lo anterior, sí se incluyen las familias que formando un grupo independiente, residen en estos establecimientos, como puede ser el caso de los encargados, caseros, porteros, etc.",Sample survey data [ssd],Instituto Nacional de Estadística,Other Household Survey [hh/oth],"El alcance de la ECH incluye:

-  HOGARES: Identificación, Control de visita, Vivienda y hogar.

-  INDIVIDUOS: Datos de la persona, Actividad laboral, Ingresos personales, Otros ingresos, Egresos del hogar e Ingresos del hogar.",https://catalog.ihsn.org/catalog/6992
