country,iso3c,year,status,instrument_name,instrument_type,source
Rwanda,RWA,2017,completed,"Integrated Household Living Conditions Survey - Wave 5, Cross-Sectional Sample, 2016-2017.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2017,completed,"Integrated Household Living Conditions Survey, Wave 5, VUP, 2016-2017.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2017,completed,Rwanda Seasonal Agriculture Survey 2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2017,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Rwanda,RWA,2018,completed,Rwanda Seasonal Agriculture Survey 2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2019,completed,Rwanda Seasonal Agriculture Survey 2019,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2019,Ongoing,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Rwanda,RWA,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Saudi Arabia,SAU,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Saudi Arabia,SAU,2015,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Saudi Arabia,SAU,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Sudan,SDN,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Sudan,SDN,2011,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Sudan,SDN,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Sudan,SDN,2019,completed,"Good Growth Plan, 2018-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Senegal,SEN,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2011,completed,Annual Agricultural Survey 2011-2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Senegal,SEN,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Senegal,SEN,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Senegal,SEN,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2017,completed,Annual Agricultural Survey 2017-2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Senegal,SEN,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2018,completed,"Good Growth Plan, 2018",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Senegal,SEN,2018,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2019,completed,Annual Agricultural Survey 2018-2019,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Senegal,SEN,2019,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Senegal,SEN,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Senegal,SEN,2020,Completed,Annual Agricultural Survey 2019-2020,Agricultural Survey/Census,http://www.fao.org/in-action/agrisurvey/country-work/senegal/en/
Senegal,SEN,2020,Ongoing,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Singapore,SGP,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Singapore,SGP,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Singapore,SGP,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
St. Helena,SHN,2010,Completed,Official estimate,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
St. Helena,SHN,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Svalbard & Jan Mayen,SJM,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Solomon Islands,SLB,2019,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Solomon Islands,SLB,2020,completed,"High Frequency Phone Survey, 2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Sierra Leone,SLE,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Sierra Leone,SLE,2010,Completed,Official estimate,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Sierra Leone,SLE,2011,completed,"Integrated Household Survey, Wave 2, 2011",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Sierra Leone,SLE,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Sierra Leone,SLE,2013,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Sierra Leone,SLE,2014,completed,High Frequency Cell Phone Survey on the Socio-Economic Impacts of Ebola 2014-2015,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Sierra Leone,SLE,2014,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Sierra Leone,SLE,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Sierra Leone,SLE,2016,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Sierra Leone,SLE,2017,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Sierra Leone,SLE,2019,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Sierra Leone,SLE,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
El Salvador,SLV,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
El Salvador,SLV,2020,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
San Marino,SMR,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
San Marino,SMR,2019,Completed,Official estimate,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Somalia,SOM,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
St. Pierre & Miquelon,SPM,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Serbia,SRB,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Serbia,SRB,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Serbia,SRB,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Serbia,SRB,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Serbia,SRB,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Serbia,SRB,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
South Sudan,SSD,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
São Tomé & Príncipe,STP,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
São Tomé & Príncipe,STP,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
São Tomé & Príncipe,STP,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
São Tomé & Príncipe,STP,2020,completed,COVID-19 Household Monitoring Survey 2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Suriname,SUR,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Suriname,SUR,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Suriname,SUR,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Suriname,SUR,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Slovakia,SVK,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Slovakia,SVK,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Slovakia,SVK,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Slovakia,SVK,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Slovenia,SVN,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Slovenia,SVN,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Slovenia,SVN,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Slovenia,SVN,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Slovenia,SVN,2018,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Slovenia,SVN,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Sweden,SWE,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Sweden,SWE,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Sweden,SWE,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Sweden,SWE,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Swaziland,SWZ,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Swaziland,SWZ,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Swaziland,SWZ,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Swaziland,SWZ,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Swaziland,SWZ,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Seychelles,SYC,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Seychelles,SYC,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Seychelles,SYC,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Syria,SYR,2011,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Turks & Caicos Islands,TCA,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Turks & Caicos Islands,TCA,2020,Data processing / analysis,MICS,Household health survey,https://mics.unicef.org/surveys
Chad,TCD,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Chad,TCD,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Chad,TCD,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Chad,TCD,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Chad,TCD,2020,completed,COVID-19 High Frequency Phone Survey 2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Togo,TGO,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Togo,TGO,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Togo,TGO,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Togo,TGO,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Togo,TGO,2014,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Togo,TGO,2017,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Togo,TGO,2017,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Togo,TGO,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Thailand,THA,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Thailand,THA,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Thailand,THA,2013,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Thailand,THA,2016,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Thailand,THA,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Thailand,THA,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Thailand,THA,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tajikistan,TJK,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tajikistan,TJK,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Tajikistan,TJK,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Tajikistan,TJK,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Tajikistan,TJK,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tajikistan,TJK,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tokelau,TKL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tokelau,TKL,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Turkmenistan,TKM,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Turkmenistan,TKM,2016,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Turkmenistan,TKM,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Timor-Leste,TLS,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Timor-Leste,TLS,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Timor-Leste,TLS,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Timor-Leste,TLS,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Timor-Leste,TLS,2019,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Tonga,TON,2015,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Tonga,TON,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tonga,TON,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tonga,TON,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Trinidad & Tobago,TTO,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Trinidad & Tobago,TTO,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Trinidad & Tobago,TTO,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tunisia,TUN,2012,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Tunisia,TUN,2013,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tunisia,TUN,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tunisia,TUN,2018,completed,"Good Growth Plan, 2018",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tunisia,TUN,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Tunisia,TUN,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Turkey,TUR,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Turkey,TUR,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Turkey,TUR,2018,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Turkey,TUR,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tuvalu,TUV,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tuvalu,TUV,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Tuvalu,TUV,2020,Data processing / analysis,MICS,Household health survey,https://mics.unicef.org/surveys
Tanzania,TZA,2010,completed,Kagera Health and Development Survey 2010,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2010,completed,"Kagera Health and Development Survey 2010, Wave 6",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2010,completed,"National Panel Survey 2010-2011, Wave 2",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Tanzania,TZA,2011,completed,National Panel Survey 2010-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Tanzania,TZA,2012,completed,"National Panel Survey 2012-2013, Wave 3",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2012,Completed,AIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Tanzania,TZA,2013,completed,National Panel Survey 2012-2013,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2013,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tanzania,TZA,2014,completed,"Measuring Living Standards within Cities, Dar es Salaam 2014-2015",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2014,completed,"National Panel Survey 2014-2015, Wave 4",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2014,completed,"National Panel Survey 2014-2015, Wave 4 - Extended Panel",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2014,Completed,Integrated Labour Force Survey - Time Use Survey Module 2014,Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Tanzania,TZA,2015,completed,CGAP Financial Diaries with Smallholder Households 2014-2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2015,completed,"National Panel Survey- Universal Panel Questionnaire,  2008-2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Tanzania,TZA,2015,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Tanzania,TZA,2016,completed,National Panel Survey Wave 4 - Feed the Future Interim Supplemental Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2016,completed,"Smallholder Household Survey - CGAP, 2016",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2016,completed,National Panel Survey 2014-2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2016,completed,Annual Agricultural Sample Survey 2014-2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2016,completed,National Panel Survey Wave 4 - Feed the Future Interim Supplemental Survey 2016,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2017,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Tanzania,TZA,2019,completed,"Good Growth Plan, 2015-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Tanzania,TZA,2019,completed,National Panel Survey 2019-2020 - Extended Panel with Sex Disaggregated Data,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Tanzania,TZA,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Uganda,UGA,2010,completed,National Panel Survey 2005-2010,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2010,completed,National Panel Survey 2010-2011,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2010,Completed,Time use module in Uganda National Household Survey 2009/2010,Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Uganda,UGA,2011,completed,National Panel Survey 2010-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2011,completed,"National Panel Survey 2011-2012, Wave III",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2011,Completed,AIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Uganda,UGA,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Uganda,UGA,2012,completed,National Panel Survey 2011-2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2013,completed,"Livelihoods, Basic Services, Social Protection and Perceptions of the State in Conflict-affected Situations Household Survey 2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2013,completed,National Panel Survey 2013-2014,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2014,completed,National Panel Survey 2013-2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Uganda,UGA,2014,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Uganda,UGA,2015,completed,"Smallholder Household Survey - CGAP, 2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2015,completed,National Panel Survey 2015-2016,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2015,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Uganda,UGA,2016,completed,"Gender Indicators in Agricultural Statistics: Uganda pilot study, 2016",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2016,completed,National Panel Survey 2015-2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Uganda,UGA,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Uganda,UGA,2018,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Uganda,UGA,2018,completed,Refugee and Host Communities Household Survey 2018,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2018,completed,Uganda National Panel Survey 2018-2019,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2018,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Uganda,UGA,2019,completed,"Annual Agricultural Survey, 2018-2019 (Second Season).",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2019,completed,"National Panel Survey, 2018-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2019,completed,National Panel Survey 2019-2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Uganda,UGA,2020,completed,"High-Frequency Phone Survey on COVID-19, 2020-2021",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Uganda,UGA,2020,Completed,"National Panel Survey, 2019-2020",Agricultural Survey/Census,https://www.worldbank.org/en/programs/lsms/initiatives/lsms-ISA#46
Uganda,UGA,2020,completed,High-Frequency Phone Survey on COVID-19 2020-2021,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ukraine,UKR,2012,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Ukraine,UKR,2015,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Ukraine,UKR,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ukraine,UKR,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Uruguay,URY,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Uruguay,URY,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Uruguay,URY,2013,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Uruguay,URY,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
United States,USA,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
United States,USA,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
United States,USA,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
United States,USA,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Uzbekistan,UZB,2019,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
St. Vincent & Grenadines,VCT,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Venezuela,VEN,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Venezuela,VEN,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
British Virgin Islands,VGB,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
U.S. Virgin Islands,VIR,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
U.S. Virgin Islands,VIR,2018,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
U.S. Virgin Islands,VIR,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Vietnam,VNM,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Vietnam,VNM,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
