"","country","iso3c","year","status","instrument_name","instrument_type","source","census_round"
"215","Austria, Belgium, Switzerland...and 19 more",NA,2014,"completed","European Social Survey 2014, Round 7","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"216","Austria, Belgium, Switzerland...and 20 more",NA,2016,"completed","European Social Survey 2016, Round 8","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"217","Bangladesh","BGD",2020,"completed","Cox’s Bazar Panel Survey, High-Frequency Tracking Survey 2020-2021","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"218","Bangladesh","BGD",2019,"completed","Chattogram Low Income Area Gender, Inclusion, and Poverty Survey 2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"219","Belize","BLZ",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"220","Belize","BLZ",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"221","Benin","BEN",2018,"completed","Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"222","Bolivia","BOL",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"223","Bolivia","BOL",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"224","Bolivia","BOL",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"225","Brazil","BRA",2021,"completed","COVID-19 High Frequency Phone Survey 2021","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"226","Brazil","BRA",2021,"completed","COVID-19 High Frequency Phone Surveys 2021 - LAC HFPS Harmonized Dataset","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"227","Burkina Faso","BFA",2021,"completed","High Frequency Phone Survey on Internally Displaced Persons (IDP) 2021","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"228","Burkina Faso","BFA",2020,"completed","High Frequency Phone Survey 2020-2023","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"229","Burkina Faso","BFA",2018,"completed","Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"230","Burkina Faso","BFA",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey in 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"231","Burkina Faso","BFA",2014,"completed","Enquête Multisectorielle Continue 2014","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"232","Cambodia","KHM",2020,"completed","COVID-19 High Frequency Phone Survey of Households 2020-2022","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"233","Cambodia","KHM",2020,"completed","COVID-19 High Frequency Phone Survey of Households 2020-2022, CSES","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"234","Cambodia","KHM",2019,"completed","Living Standards Measurement Study - Plus 2019-2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"235","Chad","TCD",2020,"completed","COVID-19 High Frequency Phone Survey 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"236","Chad","TCD",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey in 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"237","Chile","CHL",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"238","Chile","CHL",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"239","Chile","CHL",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"240","Colombia","COL",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"241","Colombia","COL",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"242","Colombia","COL",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"243","Costa Rica","CRI",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"244","Costa Rica","CRI",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"245","Costa Rica","CRI",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"246","Côte d'Ivoire","CIV",2018,"completed","Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"247","Djibouti","DJI",2021,"completed","COVID-19 National Panel Phone Survey 2021, Wave 4","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"248","Djibouti","DJI",2020,"completed","COVID-19 National Panel Phone Survey 2020, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"249","Djibouti","DJI",2020,"completed","COVID-19 National Panel Phone Survey 2020, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"250","Djibouti","DJI",2020,"completed","COVID-19 National Panel Phone Survey 2020, Wave 3","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"251","Djibouti","DJI",2020,"completed","COVID-19 National Panel Phone Survey 2020, Wave 3 - Refugee Sample","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"252","Djibouti","DJI",2017,"completed","Enquête Djiboutienne Auprès des Ménages pour les Indicateurs Sociaux 2017 - Données pour utilisation publique","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"253","Dominica","DMA",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"254","Dominica","DMA",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"255","Dominican Republic","DOM",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"256","Dominican Republic","DOM",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"257","Dominican Republic","DOM",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"258","Ecuador","ECU",2022,"completed","COVID-19 High Frequency Phone Surveys 2022","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"259","Ecuador","ECU",2021,"completed","COVID-19 High Frequency Phone Surveys for Venezuelans 2021-2022","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"260","Ecuador","ECU",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"261","Ecuador","ECU",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"262","Ecuador","ECU",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"263","El Salvador","SLV",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"264","El Salvador","SLV",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"265","El Salvador","SLV",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"266","Ethiopia","ETH",2022,"completed","COVID-19 Vaccination Survey 2022","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"267","Ethiopia","ETH",2020,"completed","High Frequency Phone Survey 2020-2023","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"268","Ethiopia","ETH",2020,"completed","Monitoring COVID-19 Impact on Refugees in Ethiopia: High-Frequency Phone Survey of Refugees 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"269","Ethiopia","ETH",2020,"completed","COVID-19 High Frequency Phone Survey of Households 2020 - World Bank LSMS Harmonized Dataset","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"270","Ethiopia","ETH",2018,"completed","Socioeconomic Survey 2018-2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"271","Ethiopia","ETH",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey in 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"272","Ethiopia","ETH",2015,"completed","Socioeconomic Survey 2015-2016, Wave 3","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"273","Ethiopia","ETH",2013,"completed","Land and Soil Experimental Research 2013","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"274","Ethiopia","ETH",2013,"completed","Socioeconomic Survey 2013-2014","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"275","Gambia","GMB",2020,"completed","High Frequency Phone Survey 2020-2021","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"276","Georgia","GEO",2020,"completed","COVID-19 High Frequency Survey 2020-2022","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"277","Georgia","GEO",2020,"completed","Covid-19 Monitor 2020, Waves 1-6","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"278","Ghana","GHA",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey in 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"279","Guatemala","GTM",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"280","Guatemala","GTM",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"281","Guatemala","GTM",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"282","Guinea","GIN",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey in 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"283","Guinea-Bissau","GNB",2018,"completed","Inquérito Harmonizado sobre as Condiçöes de vide dos Agreagados Familiares 2018-2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"284","Guyana","GUY",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"285","Guyana","GUY",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"286","Haiti","HTI",2022,"completed","COVID-19 LAC High Frequency Phone Survey 2022, Wave 3","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"287","Haiti","HTI",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"288","Haiti","HTI",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"289","Honduras","HND",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"290","Honduras","HND",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"291","Honduras","HND",2020,"completed","COVID-19 High Frequency Phone Surveys 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"292","India","IND",2020,"completed","COVID-19 Related Shocks Survey in Rural India 2020, Round 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"293","India","IND",2020,"completed","COVID-19-Related Shocks in Rural India 2020, Round 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"294","India","IND",2020,"completed","COVID-19-Related Shocks in Rural India 2020, Rounds 1-3","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"295","Indonesia","IDN",2020,"completed","High-Frequency Monitoring of COVID-19 Impacts Rounds 1-8, 2020-2023","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"296","Iraq","IRQ",2020,"completed","High Frequency Phone Survey - Internally Displaced Persons (IDP) and Returnees Sample 2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"297","Iraq","IRQ",2020,"completed","High Frequency Phone Survey 2020, Assessment of the Impact of COVID-19 on Firms","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"298","Iraq","IRQ",2017,"completed","Rapid Welfare Monitoring Survey 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"299","Jamaica","JAM",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 1","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"300","Jamaica","JAM",2021,"completed","COVID-19 LAC High Frequency Phone Surveys 2021, Wave 2","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"301","Jordan","JOR",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"302","Kenya","KEN",2020,"completed","COVID-19 Rapid Response Phone Survey with Households 2020-2022, Panel","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"303","Kenya","KEN",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"304","Liberia","LBR",2018,"completed","National Household Forest Survey 2018-2019","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"305","Liberia","LBR",2016,"completed","Household Income and Expenditure Survey 2016","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"306","Liberia","LBR",2014,"completed","Household Income and Expenditure Survey 2014-2015","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"307","Malawi","MWI",2020,"completed","High-Frequency Phone Survey 2020-2023","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"308","Malawi","MWI",2019,"completed","Fifth Integrated Household Survey 2019-2020","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"309","Malawi","MWI",2020,"completed","High-Frequency Phone Survey on COVID-19 - World Bank LSMS Harmonized Dataset","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
"310","Malawi","MWI",2017,"completed","Livelihoods Programme Monitoring Beneficiary Survey 2017","HIES","https://microdata.worldbank.org/index.php/catalog/lsms",NA
